year,County_of_Residence,Source_of_Payment,Births
2018-01-01,"Rapides Parish, LA",Medicaid,1205
2018-01-01,"Terrebonne Parish, LA",Medicaid,1062
2018-01-01,"Unidentified Counties, LA",Medicaid,12688
2018-01-01,"Unidentified Counties, MA",Medicaid,311
2018-01-01,"Stearns County, MN",Medicaid,868
2018-01-01,"Harrison County, MS",Medicaid,1363
2018-01-01,"Hinds County, MS",Medicaid,2072
2018-01-01,"Rankin County, MS",Medicaid,663
2018-01-01,"Unidentified Counties, MS",Medicaid,16865
2018-01-01,"St. Louis County, MO",Medicaid,3666
2018-01-01,"St. Louis city, MO",Medicaid,2238
2018-01-01,"Ocean County, NJ",Medicaid,3404
2018-01-01,"Orange County, NY",Medicaid,2885
2018-01-01,"Rockland County, NY",Medicaid,3889
2018-01-01,"Ulster County, NY",Medicaid,676
2018-01-01,"Cabarrus County, NC",Medicaid,824
2018-01-01,"Pitt County, NC",Medicaid,1117
2018-01-01,"Allen County, OH",Medicaid,558
2018-01-01,"Cuyahoga County, OH",Medicaid,6705
2018-01-01,"Mahoning County, OH",Medicaid,1329
2018-01-01,"Wayne County, OH",Medicaid,284
2018-01-01,"Cleveland County, OK",Medicaid,1075
2018-01-01,"Deschutes County, OR",Medicaid,792
2018-01-01,"Allegheny County, PA",Medicaid,3785
2018-01-01,"Washington County, RI",Medicaid,264
2018-01-01,"Unidentified Counties, RI",Medicaid,308
2018-01-01,"Charleston County, SC",Medicaid,1793
2018-01-01,"Florence County, SC",Medicaid,1107
2018-01-01,"Horry County, SC",Medicaid,1873
2018-01-01,"Richland County, SC",Medicaid,2226
2018-01-01,"Rutherford County, TN",Medicaid,1622
2018-01-01,"Shelby County, TN",Medicaid,7851
2018-01-01,"Williamson County, TN",Medicaid,150
2018-01-01,"Bell County, TX",Medicaid,2338
2018-01-01,"Cameron County, TX",Medicaid,2498
2018-01-01,"Ector County, TX",Medicaid,1454
2018-01-01,"Gregg County, TX",Medicaid,435
2018-01-01,"Hidalgo County, TX",Medicaid,10169
2018-01-01,"Taylor County, TX",Medicaid,1021
2018-01-01,"Norfolk city, VA",Medicaid,1118
2018-01-01,"Richmond city, VA",Medicaid,1331
2018-01-01,"Kanawha County, WV",Medicaid,1008
2018-01-01,"Milwaukee County, WI",Medicaid,7618
2018-01-01,"Racine County, WI",Medicaid,1081
2018-01-01,"Baldwin County, AL",Self Pay,50
2018-01-01,"Calhoun County, AL",Self Pay,33
2018-01-01,"Madison County, AL",Self Pay,77
2018-01-01,"Morgan County, AL",Self Pay,35
2018-01-01,"Tuscaloosa County, AL",Self Pay,76
2018-01-01,"Maricopa County, AZ",Self Pay,2028
2018-01-01,"Mohave County, AZ",Self Pay,69
2018-01-01,"Navajo County, AZ",Self Pay,46
2018-01-01,"Yavapai County, AZ",Self Pay,66
2018-01-01,"Unidentified Counties, AZ",Self Pay,112
2018-01-01,"Faulkner County, AR",Self Pay,23
2018-01-01,"Butte County, CA",Self Pay,40
2018-01-01,"El Dorado County, CA",Self Pay,50
2018-01-01,"Fresno County, CA",Self Pay,166
2018-01-01,"Humboldt County, CA",Self Pay,50
2018-01-01,"Imperial County, CA",Self Pay,286
2018-01-01,"Marin County, CA",Self Pay,33
2018-01-01,"Monterey County, CA",Self Pay,51
2018-01-01,"Napa County, CA",Self Pay,15
2018-01-01,"Placer County, CA",Self Pay,62
2018-01-01,"Sacramento County, CA",Self Pay,161
2018-01-01,"San Francisco County, CA",Self Pay,163
2018-01-01,"San Luis Obispo County, CA",Self Pay,69
2018-01-01,"Santa Barbara County, CA",Self Pay,87
2018-01-01,"Santa Clara County, CA",Self Pay,374
2018-01-01,"Santa Cruz County, CA",Self Pay,68
2018-01-01,"Shasta County, CA",Self Pay,53
2018-01-01,"Solano County, CA",Self Pay,40
2018-01-01,"Sonoma County, CA",Self Pay,80
2018-01-01,"Tulare County, CA",Self Pay,83
2018-01-01,"Ventura County, CA",Self Pay,142
2018-01-01,"Yolo County, CA",Self Pay,25
2018-01-01,"Unidentified Counties, CA",Self Pay,249
2018-01-01,"Arapahoe County, CO",Self Pay,147
2018-01-01,"Boulder County, CO",Self Pay,60
2018-01-01,"Douglas County, CO",Self Pay,56
2018-01-01,"El Paso County, CO",Self Pay,242
2018-01-01,"Mesa County, CO",Self Pay,33
2018-01-01,"Pueblo County, CO",Self Pay,49
2018-01-01,"Litchfield County, CT",Self Pay,32
2018-01-01,"New London County, CT",Self Pay,55
2018-01-01,"Tolland County, CT",Self Pay,13
2018-01-01,"Windham County, CT",Self Pay,28
2018-01-01,"Kent County, DE",Self Pay,96
2018-01-01,"Citrus County, FL",Self Pay,25
2018-01-01,"Indian River County, FL",Self Pay,25
2018-01-01,"Leon County, FL",Self Pay,99
2018-01-01,"Martin County, FL",Self Pay,49
2018-01-01,"St. Johns County, FL",Self Pay,53
2018-01-01,"Bibb County, GA",Self Pay,74
2018-01-01,"Columbia County, GA",Self Pay,30
2018-01-01,"Fayette County, GA",Self Pay,48
2018-01-01,"Lowndes County, GA",Self Pay,73
2018-01-01,"Paulding County, GA",Self Pay,47
2018-01-01,"Richmond County, GA",Self Pay,23
2018-01-01,"Hawaii County, HI",Self Pay,77
2018-01-01,"Maui County, HI",Self Pay,57
2018-01-01,"Unidentified Counties, HI",Self Pay,19
2018-01-01,"Ada County, ID",Self Pay,180
2018-01-01,"Bonneville County, ID",Self Pay,50
2018-01-01,"Kootenai County, ID",Self Pay,125
2018-01-01,"Unidentified Counties, ID",Self Pay,714
2018-01-01,"Champaign County, IL",Self Pay,52
2018-01-01,"DeKalb County, IL",Self Pay,10
2018-01-01,"Kane County, IL",Self Pay,49
2018-01-01,"Kankakee County, IL",Self Pay,26
2018-01-01,"McHenry County, IL",Self Pay,45
2018-01-01,"Madison County, IL",Self Pay,34
2018-01-01,"St. Clair County, IL",Self Pay,28
2018-01-01,"Elkhart County, IN",Self Pay,440
2018-01-01,"La Porte County, IN",Self Pay,34
2018-01-01,"Monroe County, IN",Self Pay,42
2018-01-01,"St. Joseph County, IN",Self Pay,56
2018-01-01,"Vanderburgh County, IN",Self Pay,44
2018-01-01,"Vigo County, IN",Self Pay,41
2018-01-01,"Unidentified Counties, IN",Self Pay,2241
2018-01-01,"Linn County, IA",Self Pay,18
2018-01-01,"Unidentified Counties, IA",Self Pay,812
2018-01-01,"Douglas County, KS",Self Pay,65
2018-01-01,"Hardin County, KY",Self Pay,39
2018-01-01,"Caddo Parish, LA",Self Pay,44
2018-01-01,"Calcasieu Parish, LA",Self Pay,46
2018-01-01,"East Baton Rouge Parish, LA",Self Pay,47
2018-01-01,"Lafayette Parish, LA",Self Pay,39
2018-01-01,"Ouachita Parish, LA",Self Pay,15
2018-01-01,"Tangipahoa Parish, LA",Self Pay,11
2018-01-01,"Androscoggin County, ME",Self Pay,40
2018-01-01,"York County, ME",Self Pay,57
2018-01-01,"Unidentified Counties, ME",Self Pay,242
2018-01-01,"Carroll County, MD",Self Pay,26
2018-01-01,"Cecil County, MD",Self Pay,47
2018-01-01,"Charles County, MD",Self Pay,61
2018-01-01,"Prince George's County, MD",Self Pay,381
2018-01-01,"St. Mary's County, MD",Self Pay,74
2018-01-01,"Washington County, MD",Self Pay,80
2018-01-01,"Barnstable County, MA",Self Pay,19
2018-01-01,"Berkshire County, MA",Self Pay,14
2018-01-01,"Bristol County, MA",Self Pay,21
2018-01-01,"Hampshire County, MA",Self Pay,11
2018-01-01,"Norfolk County, MA",Self Pay,63
2018-01-01,"Suffolk County, MA",Self Pay,109
2018-01-01,"Worcester County, MA",Self Pay,47
2018-01-01,"Allegan County, MI",Self Pay,40
2018-01-01,"Berrien County, MI",Self Pay,18
2018-01-01,"Calhoun County, MI",Self Pay,12
2018-01-01,"Eaton County, MI",Self Pay,31
2018-01-01,"Jackson County, MI",Self Pay,12
2018-01-01,"Kalamazoo County, MI",Self Pay,79
2018-01-01,"Kent County, MI",Self Pay,147
2018-01-01,"Livingston County, MI",Self Pay,12
2018-01-01,"Macomb County, MI",Self Pay,62
2018-01-01,"Muskegon County, MI",Self Pay,18
2018-01-01,"Ottawa County, MI",Self Pay,57
2018-01-01,"Washtenaw County, MI",Self Pay,34
2018-01-01,"Unidentified Counties, MI",Self Pay,603
2018-01-01,"Anoka County, MN",Self Pay,66
2018-01-01,"Olmsted County, MN",Self Pay,23
2018-01-01,"Ramsey County, MN",Self Pay,157
2018-01-01,"St. Louis County, MN",Self Pay,61
2018-01-01,"Scott County, MN",Self Pay,35
2018-01-01,"Stearns County, MN",Self Pay,52
2018-01-01,"Washington County, MN",Self Pay,35
2018-01-01,"Wright County, MN",Self Pay,40
2018-01-01,"Unidentified Counties, MN",Self Pay,715
2018-01-01,"Harrison County, MS",Self Pay,153
2018-01-01,"Jackson County, MS",Self Pay,78
2018-01-01,"Franklin County, MO",Self Pay,11
2018-01-01,"Greene County, MO",Self Pay,119
2018-01-01,"Jasper County, MO",Self Pay,64
2018-01-01,"Jefferson County, MO",Self Pay,27
2018-01-01,"St. Louis city, MO",Self Pay,73
2018-01-01,"Unidentified Counties, MO",Self Pay,1714
2018-01-01,"Missoula County, MT",Self Pay,41
2018-01-01,"Yellowstone County, MT",Self Pay,65
2018-01-01,"Unidentified Counties, MT",Self Pay,581
2018-01-01,"Douglas County, NE",Self Pay,415
2018-01-01,"Hillsborough County, NH",Self Pay,84
2018-01-01,"Strafford County, NH",Self Pay,23
2018-01-01,"Unidentified Counties, NH",Self Pay,93
2018-01-01,"Burlington County, NJ",Self Pay,167
2018-01-01,"Ocean County, NJ",Self Pay,546
2018-01-01,"Dona Ana County, NM",Self Pay,190
2018-01-01,"Broome County, NY",Self Pay,25
2018-01-01,"Dutchess County, NY",Self Pay,15
2018-01-01,"Jefferson County, NY",Self Pay,22
2018-01-01,"Monroe County, NY",Self Pay,66
2018-01-01,"Niagara County, NY",Self Pay,10
2018-01-01,"Oneida County, NY",Self Pay,34
2018-01-01,"Onondaga County, NY",Self Pay,24
2018-01-01,"Ontario County, NY",Self Pay,44
2018-01-01,"Oswego County, NY",Self Pay,14
2018-01-01,"Rockland County, NY",Self Pay,44
2018-01-01,"Schenectady County, NY",Self Pay,15
2018-01-01,"Unidentified Counties, NY",Self Pay,847
2018-01-01,"Brunswick County, NC",Self Pay,44
2018-01-01,"Cumberland County, NC",Self Pay,50
2018-01-01,"Harnett County, NC",Self Pay,98
2018-01-01,"Ashtabula County, OH",Self Pay,99
2018-01-01,"Clermont County, OH",Self Pay,58
2018-01-01,"Cuyahoga County, OH",Self Pay,333
2018-01-01,"Greene County, OH",Self Pay,30
2018-01-01,"Licking County, OH",Self Pay,68
2018-01-01,"Mahoning County, OH",Self Pay,44
2018-01-01,"Medina County, OH",Self Pay,71
2018-01-01,"Portage County, OH",Self Pay,45
2018-01-01,"Richland County, OH",Self Pay,95
2018-01-01,"Stark County, OH",Self Pay,216
2018-01-01,"Wayne County, OH",Self Pay,414
2018-01-01,"Wood County, OH",Self Pay,23
2018-01-01,"Unidentified Counties, OH",Self Pay,2776
2018-01-01,"Canadian County, OK",Self Pay,39
2018-01-01,"Oklahoma County, OK",Self Pay,209
2018-01-01,"Clackamas County, OR",Self Pay,90
2018-01-01,"Deschutes County, OR",Self Pay,61
2018-01-01,"Douglas County, OR",Self Pay,35
2018-01-01,"Jackson County, OR",Self Pay,49
2018-01-01,"Lane County, OR",Self Pay,67
2018-01-01,"Linn County, OR",Self Pay,46
2018-01-01,"Marion County, OR",Self Pay,91
2018-01-01,"Multnomah County, OR",Self Pay,130
2018-01-01,"Unidentified Counties, OR",Self Pay,292
2018-01-01,"Beaver County, PA",Self Pay,19
2018-01-01,"Berks County, PA",Self Pay,219
2018-01-01,"Blair County, PA",Self Pay,65
2018-01-01,"Bucks County, PA",Self Pay,97
2018-01-01,"Butler County, PA",Self Pay,17
2018-01-01,"Centre County, PA",Self Pay,147
2018-01-01,"Chester County, PA",Self Pay,221
2018-01-01,"Cumberland County, PA",Self Pay,146
2018-01-01,"Dauphin County, PA",Self Pay,92
2018-01-01,"Erie County, PA",Self Pay,25
2018-01-01,"Franklin County, PA",Self Pay,236
2018-01-01,"Lancaster County, PA",Self Pay,1845
2018-01-01,"Lycoming County, PA",Self Pay,52
2018-01-01,"Mercer County, PA",Self Pay,67
2018-01-01,"Northampton County, PA",Self Pay,47
2018-01-01,"York County, PA",Self Pay,141
2018-01-01,"Unidentified Counties, PA",Self Pay,1536
2018-01-01,"Aiken County, SC",Self Pay,25
2018-01-01,"Charleston County, SC",Self Pay,109
2018-01-01,"Florence County, SC",Self Pay,23
2018-01-01,"Greenville County, SC",Self Pay,204
2018-01-01,"Pickens County, SC",Self Pay,35
2018-01-01,"Sumter County, SC",Self Pay,45
2018-01-01,"York County, SC",Self Pay,77
2018-01-01,"Minnehaha County, SD",Self Pay,45
2018-01-01,"Blount County, TN",Self Pay,25
2018-01-01,"Davidson County, TN",Self Pay,186
2018-01-01,"Hamilton County, TN",Self Pay,59
2018-01-01,"Rutherford County, TN",Self Pay,51
2018-01-01,"Sumner County, TN",Self Pay,32
2018-01-01,"Williamson County, TN",Self Pay,55
2018-01-01,"Unidentified Counties, TN",Self Pay,697
2018-01-01,"Bell County, TX",Self Pay,144
2018-01-01,"Brazos County, TX",Self Pay,97
2018-01-01,"Comal County, TX",Self Pay,133
2018-01-01,"Grayson County, TX",Self Pay,55
2018-01-01,"Hays County, TX",Self Pay,120
2018-01-01,"Hidalgo County, TX",Self Pay,1221
2018-01-01,"Montgomery County, TX",Self Pay,275
2018-01-01,"Randall County, TX",Self Pay,37
2018-01-01,"Webb County, TX",Self Pay,922
2018-01-01,"Wichita County, TX",Self Pay,86
2018-01-01,"Williamson County, TX",Self Pay,466
2018-01-01,"Cache County, UT",Self Pay,105
2018-01-01,"Davis County, UT",Self Pay,251
2018-01-01,"Salt Lake County, UT",Self Pay,906
2018-01-01,"Washington County, UT",Self Pay,175
2018-01-01,"Unidentified Counties, VT",Self Pay,60
2018-01-01,"Stafford County, VA",Self Pay,60
2018-01-01,"Alexandria city, VA",Self Pay,29
2018-01-01,"Benton County, WA",Self Pay,45
2018-01-01,"Clark County, WA",Self Pay,46
2018-01-01,"Cowlitz County, WA",Self Pay,11
2018-01-01,"Kitsap County, WA",Self Pay,39
2018-01-01,"Pierce County, WA",Self Pay,86
2018-01-01,"Skagit County, WA",Self Pay,14
2018-01-01,"Spokane County, WA",Self Pay,102
2018-01-01,"Thurston County, WA",Self Pay,29
2018-01-01,"Whatcom County, WA",Self Pay,32
2018-01-01,"Yakima County, WA",Self Pay,38
2018-01-01,"Unidentified Counties, WA",Self Pay,203
2018-01-01,"Berkeley County, WV",Self Pay,45
2018-01-01,"Kanawha County, WV",Self Pay,52
2018-01-01,"Brown County, WI",Self Pay,21
2018-01-01,"Dane County, WI",Self Pay,55
2018-01-01,"Kenosha County, WI",Self Pay,24
2018-01-01,"La Crosse County, WI",Self Pay,17
2018-01-01,"Marathon County, WI",Self Pay,83
2018-01-01,"Outagamie County, WI",Self Pay,45
2018-01-01,"Rock County, WI",Self Pay,25
2018-01-01,"Sheboygan County, WI",Self Pay,20
2018-01-01,"Walworth County, WI",Self Pay,14
2018-01-01,"Washington County, WI",Self Pay,18
2018-01-01,"Waukesha County, WI",Self Pay,35
2018-01-01,"Winnebago County, WI",Self Pay,32
2018-01-01,"Unidentified Counties, WI",Self Pay,1301
2018-01-01,"Montgomery County, AL",Private Insurance,1011
2018-01-01,"Butte County, CA",Private Insurance,1027
2018-01-01,"Marin County, CA",Private Insurance,1499
2018-01-01,"San Francisco County, CA",Private Insurance,6587
2018-01-01,"Santa Cruz County, CA",Private Insurance,1205
2018-01-01,"Boulder County, CO",Private Insurance,1669
2018-01-01,"Pueblo County, CO",Private Insurance,571
2018-01-01,"Sangamon County, IL",Private Insurance,1557
2018-01-01,"Bossier Parish, LA",Private Insurance,566
2018-01-01,"Caddo Parish, LA",Private Insurance,859
2018-01-01,"Ouachita Parish, LA",Private Insurance,636
2018-01-01,"Hampshire County, MA",Private Insurance,650
2018-01-01,"Unidentified Counties, MA",Private Insurance,454
2018-01-01,"Bay County, MI",Private Insurance,493
2018-01-01,"Eaton County, MI",Private Insurance,708
2018-01-01,"Saginaw County, MI",Private Insurance,967
2018-01-01,"Olmsted County, MN",Private Insurance,1481
2018-01-01,"Rankin County, MS",Private Insurance,1020
2018-01-01,"Merrimack County, NH",Private Insurance,899
2018-01-01,"Santa Fe County, NM",Private Insurance,146
2018-01-01,"Rensselaer County, NY",Private Insurance,936
2018-01-01,"Tompkins County, NY",Private Insurance,455
2018-01-01,"Ulster County, NY",Private Insurance,774
2018-01-01,"Deschutes County, OR",Private Insurance,942
2018-01-01,"Centre County, PA",Private Insurance,847
2018-01-01,"Cameron County, TX",Private Insurance,1144
2018-01-01,"Ector County, TX",Private Insurance,1105
2018-01-01,"Hidalgo County, TX",Private Insurance,2113
2018-01-01,"Chittenden County, VT",Private Insurance,890
2018-01-01,"Whatcom County, WA",Private Insurance,1305
2018-01-01,"La Crosse County, WI",Private Insurance,831
2018-01-01,"Maricopa County, AZ",Unknown or Not Stated,100
2018-01-01,"Pima County, AZ",Unknown or Not Stated,16
2018-01-01,"Benton County, AR",Unknown or Not Stated,25
2018-01-01,"Pulaski County, AR",Unknown or Not Stated,13
2018-01-01,"Unidentified Counties, AR",Unknown or Not Stated,41
2018-01-01,"Contra Costa County, CA",Unknown or Not Stated,26
2018-01-01,"Fresno County, CA",Unknown or Not Stated,28
2018-01-01,"Kern County, CA",Unknown or Not Stated,18
2018-01-01,"Orange County, CA",Unknown or Not Stated,15
2018-01-01,"San Luis Obispo County, CA",Unknown or Not Stated,12
2018-01-01,"Solano County, CA",Unknown or Not Stated,11
2018-01-01,"Ventura County, CA",Unknown or Not Stated,20
2018-01-01,"Arapahoe County, CO",Unknown or Not Stated,14
2018-01-01,"El Paso County, CO",Unknown or Not Stated,12
2018-01-01,"Jefferson County, CO",Unknown or Not Stated,20
2018-01-01,"Weld County, CO",Unknown or Not Stated,10
2018-01-01,"Fairfield County, CT",Unknown or Not Stated,10
2018-01-01,"District of Columbia, DC",Unknown or Not Stated,12
2018-01-01,"Brevard County, FL",Unknown or Not Stated,12
2018-01-01,"Marion County, FL",Unknown or Not Stated,19
2018-01-01,"Miami-Dade County, FL",Unknown or Not Stated,41
2018-01-01,"Orange County, FL",Unknown or Not Stated,33
2018-01-01,"Osceola County, FL",Unknown or Not Stated,20
2018-01-01,"Pinellas County, FL",Unknown or Not Stated,10
2018-01-01,"Seminole County, FL",Unknown or Not Stated,11
2018-01-01,"Volusia County, FL",Unknown or Not Stated,35
2018-01-01,"Cherokee County, GA",Unknown or Not Stated,13
2018-01-01,"Clayton County, GA",Unknown or Not Stated,13
2018-01-01,"Gwinnett County, GA",Unknown or Not Stated,16
2018-01-01,"Honolulu County, HI",Unknown or Not Stated,12
2018-01-01,"Cook County, IL",Unknown or Not Stated,119
2018-01-01,"Lake County, IL",Unknown or Not Stated,26
2018-01-01,"McHenry County, IL",Unknown or Not Stated,24
2018-01-01,"Madison County, IL",Unknown or Not Stated,11
2018-01-01,"St. Clair County, IL",Unknown or Not Stated,14
2018-01-01,"Shawnee County, KS",Unknown or Not Stated,13
2018-01-01,"Warren County, KY",Unknown or Not Stated,14
2018-01-01,"Unidentified Counties, ME",Unknown or Not Stated,11
2018-01-01,"Montgomery County, MD",Unknown or Not Stated,23
2018-01-01,"Baltimore city, MD",Unknown or Not Stated,27
2018-01-01,"Unidentified Counties, MD",Unknown or Not Stated,20
2018-01-01,"Worcester County, MA",Unknown or Not Stated,32
2018-01-01,"Washtenaw County, MI",Unknown or Not Stated,10
2018-01-01,"Wayne County, MI",Unknown or Not Stated,41
2018-01-01,"Unidentified Counties, MI",Unknown or Not Stated,92
2018-01-01,"Unidentified Counties, MN",Unknown or Not Stated,62
2018-01-01,"DeSoto County, MS",Unknown or Not Stated,42
2018-01-01,"Unidentified Counties, MS",Unknown or Not Stated,34
2018-01-01,"Clay County, MO",Unknown or Not Stated,31
2018-01-01,"Jefferson County, MO",Unknown or Not Stated,116
2018-01-01,"St. Louis city, MO",Unknown or Not Stated,42
2018-01-01,"Unidentified Counties, MT",Unknown or Not Stated,12
2018-01-01,"Sarpy County, NE",Unknown or Not Stated,17
2018-01-01,"Unidentified Counties, NM",Unknown or Not Stated,21
2018-01-01,"Kings County, NY",Unknown or Not Stated,295
2018-01-01,"Richmond County, NY",Unknown or Not Stated,34
2018-01-01,"Rockland County, NY",Unknown or Not Stated,16
2018-01-01,"St. Lawrence County, NY",Unknown or Not Stated,64
2018-01-01,"Ulster County, NY",Unknown or Not Stated,17
2018-01-01,"Westchester County, NY",Unknown or Not Stated,15
2018-01-01,"Mecklenburg County, NC",Unknown or Not Stated,54
